regiao,ano,mes,avg_temp_ar,p50_temp_ar,p25_temp_ar,p75_temp_ar
SE,2017,7,17.777635330578512,17.7,14.3,21.3
SE,2017,8,19.754710742066532,19.3,16,23.3
SE,2017,9,21.81182690079133,21.4,18,25.7
SE,2017,10,23.712726691946255,23,20,27.2
SE,2017,11,22.616205525474925,22.2,19.8,25.3
SE,2017,12,23.533634333525114,23.1,20.8,26.1
SE,2018,1,24.134289892338042,23.6,21,27.1
SE,2018,2,23.405104933523788,23,20.6,26.2
SE,2018,3,24.292176388314324,23.9,21.4,27.2
SE,2018,4,21.989485633916015,21.8,19.1,25.1
SE,2018,5,20.032241596054007,20,16.8,23.5
SE,2018,6,19.78659245688797,19.5,16.5,23
SE,2018,7,19.368589083419156,19.1,15.5,23.4
SE,2018,8,19.72731021054842,19.4,16.3,23
SE,2018,9,21.846234783798042,21.5,18.3,25.2
SE,2018,10,23.03108158823088,22.5,20,25.8
SE,2018,11,22.670866681470184,22.2,19.8,25.3
SE,2018,12,23.882756173848094,23.4,20.8,27
