regiao,ano,mes,admissoes,pop_total,age_hosp_rate,periodo
BR,2017,8,13721,145303799,9.197692175083722,104
BR,2017,9,12331,145303799,8.276399009890362,105
BR,2017,10,12682,145303799,8.501093469090582,106
BR,2017,11,11852,145303799,7.958519539255713,107
BR,2017,12,12159,145303799,8.15931289679409,108
BR,2018,1,12984,147547644,8.431352014253285,109
BR,2018,2,11868,147547644,7.718133138110806,110
BR,2018,3,12783,147547644,8.315721268013153,111
BR,2018,4,12562,147547644,8.163828272645407,112
BR,2018,5,13293,147547644,8.642371146894618,113
BR,2018,6,13150,147547644,8.528660608763001,114
BR,2018,7,13426,147547644,8.713944303794285,115
BR,2018,8,14021,147547644,9.10047748460455,116
BR,2018,9,12820,147547644,8.325860206362572,117
BR,2018,10,13048,147547644,8.479462370020634,118
BR,2018,11,12274,147547644,7.978096699633898,119
BR,2018,12,12294,147547644,7.994530739222288,120
